Ctrl_602_R1B1	Ola_602_R1B1	Ctrl_602_R2B2	Ola_602_R2B2
ENSG00000115993.13|TRAK2	1035	1237.98	1190	1116
ENSG00000115998.7|C2orf42	211	216	251	230
ENSG00000116001.16|TIA1	2496	3071	3140	2606
ENSG00000116005.12|PCYOX1	1643	1985	2081	1867
ENSG00000116016.14|EPAS1	451	614	538	562
ENSG00000116017.11|ARID3A	117	91	91	86
ENSG00000116030.16|SUMO1	2144.77	2361.74	2312.88	1958.9
ENSG00000116031.9|CD207	25	33	26	27
ENSG00000116035.4|VAX2	78.3	112.18	86.09	87.81
ENSG00000116039.13|ATP6V1B1	87.7	84.82	57.91	58.19
ENSG00000116044.16|NFE2L2	2522.71	3153.52	3255.51	3142.54
ENSG00000116062.15|MSH6	2281.68	2447.82	2206.18	2037.13
ENSG00000116095.11|PLEKHA3	290	324	322	316
ENSG00000116096.6|SPR	243	230	221	210
ENSG00000116106.12|EPHA4	1241.3	1604.32	1349	1307.58
ENSG00000116117.18|PARD3B	310	354	305	252
ENSG00000116120.10|FARSB	1490	1565	1625	1364
ENSG00000116127.18|ALMS1	460	648	587	557
ENSG00000116128.11|BCL9	933	1097	991	887
ENSG00000116132.12|PRRX1	36	45	41	41
ENSG00000116133.13|DHCR24	3015.92	3393.79	3062	3205.87
ENSG00000116138.13|DNAJC16	292	406	417	410
ENSG00000116141.15|MARK1	738	981	889	895
ENSG00000116147.17|TNR	365	394	241	253
ENSG00000116151.14|MORN1	43	72	68	58
ENSG00000116157.6|GPX7	474	473	423	530
ENSG00000116161.17|CACYBP	1898.28	1949.43	1951.52	1705
ENSG00000116171.18|SCP2	1219.01	1297	1356	1221
ENSG00000116191.17|RALGPS2	110	124	146	141
ENSG00000116194.13|ANGPTL1	35	38	35	25
ENSG00000116198.13|CEP104	135	149	162	171
ENSG00000116199.12|FAM20B	1227	1460	1237	1109
ENSG00000116205.14|TCEANC2	325	385	356	303
ENSG00000116209.11|TMEM59	1190	1288	1298	1255
ENSG00000116212.15|LRRC42	503	601	582	567
ENSG00000116213.16|WRAP73	299	339	314	289
ENSG00000116221.15|MRPL37	941	1070	987	919
ENSG00000116237.16|ICMT	637	657	619	584
ENSG00000116251.11|RPL22	1695.25	1771.69	1647.72	1469.13
ENSG00000116254.18|CHD5	46.61	41	21	20
ENSG00000116260.17|QSOX1	1102	1195	1063	1079
ENSG00000116266.11|STXBP3	697	847	861	779
ENSG00000116273.6|PHF13	323	368	352	327
ENSG00000116285.13|ERRFI1	327	383	351.53	340
ENSG00000116288.13|PARK7	968	1039	996	904
ENSG00000116329.11|OPRD1	348.7	428.56	253.41	277.13
ENSG00000116337.16|AMPD2	494	516.6	446.77	520.81
ENSG00000116350.17|SRSF4	2932	3378	3007	2761
ENSG00000116353.15|MECR	224	264	256	244
ENSG00000116396.14|KCNC4	49	51	54	56
ENSG00000116406.19|EDEM3	1135	1420	1494	1402
ENSG00000116455.14|WDR77	998.72	1076.15	1000.51	1006.95
ENSG00000116459.11|ATP5PB	2611.8	2915.93	2795.87	2653.6
ENSG00000116473.14|RAP1A	942	1083	1152	1122
ENSG00000116478.12|HDAC1	1724	1970	1861	1756
ENSG00000116489.13|CAPZA1	2318	2745	2630	2501
ENSG00000116497.18|S100PBP	832	1069.01	972	923
ENSG00000116514.16|RNF19B	278	292	345	302
ENSG00000116521.11|SCAMP3	875	870	743	876
ENSG00000116525.14|TRIM62	404	444	304	334
ENSG00000116539.13|ASH1L	2137	2824	2303	2307
ENSG00000116544.12|DLGAP3	20	46	25	30
ENSG00000116560.11|SFPQ	7239	8384	7672.94	7044
ENSG00000116574.6|RHOU	353	458	385	330
ENSG00000116580.18|GON4L	2265.87	2549.67	2289.8	2236.88
ENSG00000116584.18|ARHGEF2	5240	5614	5072	4933
ENSG00000116586.11|LAMTOR2	558	573	575	501
ENSG00000116604.18|MEF2D	1446	1528	1374	1422
ENSG00000116641.17|DOCK7	786	1015	926	847
ENSG00000116649.10|SRM	770	731	670	650
ENSG00000116652.6|DLEU2L	15.13	6	14	9.71
ENSG00000116667.14|C1orf21	1801	2028	1593	1477
ENSG00000116668.13|SWT1	117	138	119	125
ENSG00000116670.15|MAD2L2	741	873	761	726
ENSG00000116675.16|DNAJC6	144	164	141	108
ENSG00000116678.19|LEPR	83.07	122.4	114.54	84.1
ENSG00000116679.16|IVNS1ABP	3136	3453	3492	2935
ENSG00000116685.16|KIAA2013	593.94	566	442	572.94
ENSG00000116688.16|MFN2	2073	2357	1800	1969
ENSG00000116691.11|MIIP	250	275	239	317
ENSG00000116698.21|SMG7	3275	3890	3489	3148
ENSG00000116704.8|SLC35D1	553	653	603	566
ENSG00000116717.13|GADD45A	466	568	584	598
ENSG00000116729.14|WLS	2263	2521	2420	2330.95
ENSG00000116731.22|PRDM2	929	1069	955	908
ENSG00000116741.8|RGS2	185	168	171	196
ENSG00000116747.12|RO60	1376.38	1792.95	1691.89	1369.94
ENSG00000116750.13|UCHL5	813.21	969.47	866.28	761.11
ENSG00000116752.6|BCAS2	748	862	906	822
ENSG00000116754.13|SRSF11	3303	3951	4022	3470
ENSG00000116761.11|CTH	165	185	202	161
ENSG00000116786.13|PLEKHM2	1023.96	1166	1009	1036.97
ENSG00000116791.14|CRYZ	623	747.08	812.02	764.67
ENSG00000116793.16|PHTF1	501	583	698	591
ENSG00000116809.11|ZBTB17	512	571	426	505
ENSG00000116815.16|CD58	387	407	413	443
ENSG00000116830.12|TTF2	1102	1388	1257	1267
ENSG00000116833.14|NR5A2	183	207	194	199
ENSG00000116852.14|KIF21B	102	103	59	77
ENSG00000116857.17|TMEM9	1230	1276	1144	1169
ENSG00000116863.11|ADPRHL2	425	404	354	372
ENSG00000116871.15|MAP7D1	1438	1499	1288	1321
ENSG00000116874.11|WARS2	189	284	212	201
ENSG00000116883.8|AL591845.1	56	81.79	66.81	54.54
ENSG00000116885.18|OSCP1	63	69	62	56
ENSG00000116898.12|MRPS15	491	491	445	471
ENSG00000116903.7|EXOC8	354.67	494.37	438.68	420.84
ENSG00000116906.13|GNPAT	1075	1272	1311	1184
ENSG00000116918.14|TSNAX	662	789.78	806.75	645.59
ENSG00000116922.14|C1orf109	316	430	371	314
ENSG00000116954.8|RRAGC	603	838.32	805	732.27
ENSG00000116962.15|NID1	2708	3372	2984	3241
ENSG00000116977.18|LGALS8	52.31	47.52	33.79	37.11
ENSG00000116983.13|HPCAL4	21	17	11	11
ENSG00000116984.13|MTR	729	984	760	728
ENSG00000116985.12|BMP8B	424.06	531.56	487.07	501.75
ENSG00000116990.11|MYCL	127	145	116	102
ENSG00000116991.10|SIPA1L2	2715	3337	2878	3036
ENSG00000117000.9|RLF	567	693	683	506
ENSG00000117010.17|ZNF684	42	60	48	63
ENSG00000117016.10|RIMS3	170	220	174	191
ENSG00000117020.17|AKT3	969.58	1260.01	1075.68	949.3
ENSG00000117036.12|ETV3	432	549	429	438
ENSG00000117054.13|ACADM	822	874.13	811	659
ENSG00000117114.19|ADGRL2	1726	2119	2111	1882
ENSG00000117118.9|SDHB	1036	1026	971	902
ENSG00000117122.13|MFAP2	88	73	33	35
ENSG00000117133.11|RPF1	708	658	671	638
ENSG00000117139.17|KDM5B	1987	2377	2184	2079
ENSG00000117143.13|UAP1	317	323	325	308
ENSG00000117153.16|KLHL12	1022.92	1154	1153	1014
ENSG00000117155.16|SSX2IP	528	700	611	542
ENSG00000117174.11|ZNHIT6	423	525	538	439
ENSG00000117222.14|RBBP5	661	788	789	730.91
ENSG00000117228.10|GBP1	29	26	26	20
ENSG00000117242.7|PINK1-AS	264.48	256.22	223.21	243.38
ENSG00000117245.12|KIF17	9	14	13	7
ENSG00000117262.19|GPR89A	330.87	407.28	441.68	401.37
ENSG00000117266.15|CDK18	171	129	124	140
ENSG00000117280.13|RAB29	807	926	810	725
ENSG00000117298.16|ECE1	2006	2384.51	2407	2568.04
ENSG00000117305.15|HMGCL	362	395	352	410
ENSG00000117308.15|GALE	340	415	338	395
ENSG00000117318.9|ID3	1040	1017	972	972
ENSG00000117335.19|CD46	1092	1481	1433	1257
ENSG00000117360.13|PRPF3	1870	1919	1937	1878
ENSG00000117362.13|APH1A	2452.96	2605.72	2251.29	2356.09
ENSG00000117385.15|P3H1	722	787	787	853
ENSG00000117394.21|SLC2A1	825	967	1111	1318
ENSG00000117395.12|EBNA1BP2	749.99	730.97	716	622.9
ENSG00000117399.14|CDC20	1768.04	2036.03	1450	1784.98
ENSG00000117407.17|ARTN	34	19	18	9
ENSG00000117408.11|IPO13	726	758	719	820
ENSG00000117410.14|ATP6V0B	663	782	712	814
ENSG00000117411.16|B4GALT2	922	1025	821	878
ENSG00000117419.15|ERI3	592	597	563	655
ENSG00000117425.14|PTCH2	105	115	99	105
ENSG00000117448.13|AKR1A1	583	692	611	525
ENSG00000117450.14|PRDX1	4455.48	4980.11	4927.51	4287.89
ENSG00000117461.15|PIK3R3	1157	1487	1084	1052
ENSG00000117475.14|BLZF1	225	300	299	271
ENSG00000117477.12|CCDC181	74	69	99	98
ENSG00000117479.14|SLC19A2	153	171	133	149
ENSG00000117480.16|FAAH	127	178	159	152
ENSG00000117481.10|NSUN4	523	566	532	476
ENSG00000117500.13|TMED5	1081.19	1278.64	1237.03	1183.33
ENSG00000117505.13|DR1	674	849	846	809
ENSG00000117519.16|CNN3	3472	3739	3801	3504
ENSG00000117523.16|PRRC2C	2906	3564	3348	3167
ENSG00000117525.14|F3	59	61	48	77
ENSG00000117528.13|ABCD3	1018	1137	1151	1059
ENSG00000117533.15|VAMP4	197	221	236	191
ENSG00000117543.21|DPH5	312	305.21	383.97	340.59
ENSG00000117569.18|PTBP2	249	298	290	225
ENSG00000117586.11|TNFSF4	7	17	14	13
ENSG00000117592.9|PRDX6	2862	3103	2873	2767
ENSG00000117593.11|DARS2	1065.42	1400.59	1171.37	1093.62
ENSG00000117597.18|UTP25	228	247	256	217
ENSG00000117598.12|PLPPR5	805.94	1123.97	951.98	1017.97
ENSG00000117600.12|PLPPR4	9	17	13	21
ENSG00000117602.12|RCAN3	723	901	789	739
ENSG00000117614.10|SYF2	889	890	854	845
ENSG00000117616.18|RSRP1	914.85	1070.83	1072.34	1027.54
ENSG00000117620.15|SLC35A3	288.32	318.53	354.11	284.83
ENSG00000117625.13|RCOR3	793	897	846	824
ENSG00000117632.23|STMN1	9015	9767	8898	8330
ENSG00000117640.18|MTFR1L	951.02	1051.35	961.74	942.67
ENSG00000117643.14|MAN1C1	637	692	574	645
ENSG00000117650.13|NEK2	684	918	681	741
ENSG00000117676.14|RPS6KA1	479	480	507	478
ENSG00000117682.17|DHDDS	572	695	603	625
ENSG00000117691.10|NENF	427	488	435	450
ENSG00000117697.15|NSL1	585	734	661	616
ENSG00000117707.15|PROX1	2885.99	3802	3515	3218
ENSG00000117713.20|ARID1A	2905	3332	2455	2648
ENSG00000117724.13|CENPF	8544	10965	8087	8113
ENSG00000117748.10|RPA2	1567	1715	1575	1443
ENSG00000117751.18|PPP1R8	1408	1568	1485	1332
ENSG00000117758.14|STX12	1048	1111	1077	1083
ENSG00000117859.19|OSBPL9	679	772.85	745.38	688.05
ENSG00000117862.12|TXNDC12	498.24	481.8	477.56	498.71
ENSG00000117868.16|ESYT2	642	736	740	762
ENSG00000117877.10|CD3EAP	150.39	195.56	161.57	139.31
ENSG00000117899.11|MESD	1508	1854.93	1656	1566
ENSG00000117906.14|RCN2	4539	5002	5387	4869
ENSG00000117984.14|CTSD	2626.94	2909.92	2419.59	2930.61
ENSG00000118004.17|COLEC11	10	5	11	6
ENSG00000118007.13|STAG1	1133.43	1419.19	1400.75	1156.36
ENSG00000118046.15|STK11	1355.86	1464.78	1295.41	1340.5
ENSG00000118058.21|KMT2A	1234.35	1592.13	1423	1325.26
ENSG00000118096.7|IFT46	355	401	398	323
ENSG00000118160.14|SLC8A2	27	15	11	14
ENSG00000118162.14|KPTN	282	315	281	238
ENSG00000118181.11|RPS25	4191.81	4441	3924.19	3596.53
ENSG00000118193.12|KIF14	1134	1628	1377	1397
ENSG00000118197.14|DDX59	249	306	267	216
ENSG00000118200.14|CAMSAP2	2290	2967	2972	2587
ENSG00000118217.6|ATF6	961	1197	1022.72	1048.83
ENSG00000118242.16|MREG	521.9	608.7	638.93	562
ENSG00000118246.14|FASTKD2	650	784	809	671
ENSG00000118257.16|NRP2	2433	3108.99	2430	2578
ENSG00000118260.15|CREB1	1244	1453	1395	1149
ENSG00000118263.15|KLF7	299	340	276	254
ENSG00000118276.11|B4GALT6	95	141	126	108
ENSG00000118292.9|C1orf54	47.04	44.28	31.71	26.91
ENSG00000118298.12|CA14	2816	2982	2864	2698
ENSG00000118363.12|SPCS2	1365.11	1562.99	1498.67	1448.17
ENSG00000118369.13|USP35	579	665	553	632
ENSG00000118402.6|ELOVL4	59	80	79	60
ENSG00000118407.15|FILIP1	12	21	12	13
ENSG00000118412.12|CASP8AP2	910	1214	1139	1051
ENSG00000118418.14|HMGN3	1192.98	1298.97	1143.99	1156.98
ENSG00000118420.17|UBE3D	51	61	38	64
ENSG00000118432.12|CNR1	5886	8232	8212	8760
ENSG00000118454.13|ANKRD13C	426	529	590	495
ENSG00000118482.11|PHF3	1689	2158	2031	1779
ENSG00000118496.5|FBXO30	383	495	496	461
ENSG00000118503.15|TNFAIP3	131	151	170	184
ENSG00000118507.17|AKAP7	746	931	714	683
ENSG00000118508.5|RAB32	51	35	48	47
ENSG00000118513.19|MYB	74	52	51	48
ENSG00000118514.14|ALDH8A1	11	13	10	8
ENSG00000118515.11|SGK1	715	809	888	758
ENSG00000118518.15|RNF146	424	528	556	467
ENSG00000118523.6|CCN2	91	115	135	125
ENSG00000118557.15|PMFBP1	57.18	73.65	57.75	73.28
ENSG00000118564.14|FBXL5	823	984	1064	937
ENSG00000118579.13|MED28	1564.86	1967.37	1689.12	1622.32
ENSG00000118600.11|RXYLT1	234	263	255.63	267.28
ENSG00000118620.13|ZNF430	431	465	362	405
ENSG00000118655.6|DCLRE1B	644	714	624	637
ENSG00000118680.13|MYL12B	2419	2649	3109	2898
ENSG00000118689.15|FOXO3	2805.52	3562.22	3348.48	3226.59
ENSG00000118690.13|ARMC2	25	28	25	25
ENSG00000118705.17|RPN2	7713	8451.91	8190.32	7882.22
ENSG00000118707.10|TGIF2	1216.44	1230.14	992.07	930.06
ENSG00000118762.8|PKD2	834	923	893	863
ENSG00000118777.12|ABCG2	19	30	35	28
ENSG00000118785.14|SPP1	190	155	140	120
ENSG00000118804.8|STBD1	142.23	93.51	140.2	92.23
ENSG00000118816.10|CCNI	4260	4724	4352	4144
ENSG00000118855.19|MFSD1	446	545	582	454
ENSG00000118873.16|RAB3GAP2	1226.69	1542.62	1617.69	1461.43
ENSG00000118894.14|EEF2KMT	215.84	251.52	251.85	233.86
ENSG00000118898.16|PPL	151	197	142	223
ENSG00000118900.14|UBN1	996	1163	1045	1024
ENSG00000118922.17|KLF12	1054	1338	1295	1073
ENSG00000118939.17|UCHL3	89.38	81.41	90.35	73.82
ENSG00000118946.12|PCDH17	213	292.1	202	239
ENSG00000118960.13|HS1BP3	611	568	425	535
ENSG00000118961.15|LDAH	431	439	447	383
ENSG00000118965.14|WDR35	1005	1191	1102	981
ENSG00000118971.8|CCND2	4473.82	4721.68	4180.29	4027.03
ENSG00000118985.16|ELL2	57	74	55	72
ENSG00000118997.14|DNAH7	14	10	20	13
ENSG00000119004.15|CYP20A1	240	250	276	252
ENSG00000119013.9|NDUFB3	569	670	660	645
ENSG00000119041.11|GTF3C3	1147	1359	1281.95	1199
ENSG00000119042.17|SATB2	1869.03	2440.39	2225.03	2051.36
ENSG00000119048.7|UBE2B	432	547	519	456
ENSG00000119138.4|KLF9	56	76	49	62
ENSG00000119139.19|TJP2	306	319	313	288.26
ENSG00000119185.12|ITGB1BP1	808.54	948	1023.33	845.76
ENSG00000119203.14|CPSF3	994	1089	984	921
ENSG00000119227.8|PIGZ	61	56	49	41
ENSG00000119231.11|SENP5	557	718	639	622
ENSG00000119242.8|CCDC92	330.99	391.95	368.99	376
ENSG00000119280.16|C1orf198	860	1034	809	875
ENSG00000119283.15|TRIM67	56	61	76	100
ENSG00000119285.11|HEATR1	1142.74	1439.43	1345.21	1156.1
ENSG00000119314.15|PTBP3	1119	1480	1506	1356
ENSG00000119318.13|RAD23B	4256	4791	4722	4371
ENSG00000119321.9|FKBP15	1149.97	1265.31	1192.22	1077.03
ENSG00000119326.15|CTNNAL1	1475	1604	1614	1510
ENSG00000119328.12|FAM206A	378	413	466	343
ENSG00000119333.11|WDR34	933	1106	847	887
ENSG00000119335.16|SET	8912.99	9969.96	10033.95	9129.99
ENSG00000119383.19|PTPA	3270	3500	3042	3220
ENSG00000119392.14|GLE1	1244.98	1361	1189	1215.99
ENSG00000119396.11|RAB14	2299	2687	2762	2524
ENSG00000119397.16|CNTRL	1127	1503	1262	1220
ENSG00000119401.10|TRIM32	484	558	501	517
ENSG00000119402.17|FBXW2	1851	2188	1876	1942.63
ENSG00000119403.15|PHF19	3202	3624	2924	3230
ENSG00000119408.16|NEK6	2919	3223	3242	3173
ENSG00000119414.11|PPP6C	1318	1469	1439	1275
ENSG00000119421.7|NDUFA8	757	864	787	794
ENSG00000119446.14|RBM18	656	824.78	752.4	622.98
ENSG00000119471.15|HSDL2	1104	1352	1366	1262
ENSG00000119487.17|MAPKAP1	1752	1916	1683	1664
ENSG00000119508.18|NR4A3	39	52	60	57
ENSG00000119509.13|INVS	307	412	353	330
ENSG00000119514.7|GALNT12	84	80	69	67.42
ENSG00000119522.16|DENND1A	771	817	674	710
ENSG00000119523.10|ALG2	530	575	574	585
ENSG00000119537.17|KDSR	555	637	625	550.25
ENSG00000119541.10|VPS4B	875	1037	1004	927
ENSG00000119547.6|ONECUT2	140	261	174	181
ENSG00000119559.16|C19orf25	392	460	386	446
ENSG00000119574.13|ZBTB45	88	121	84	123
ENSG00000119596.18|YLPM1	3488.88	3972.67	3358.64	3295
ENSG00000119599.16|DCAF4	57	104	75	73
ENSG00000119608.12|PROX2	12.12	21.33	19.36	19
ENSG00000119616.11|FCF1	1156	1248	1247	1173
ENSG00000119630.14|PGF	34	26	40	18
ENSG00000119632.4|IFI27L2	245	270	259	267
ENSG00000119636.16|BBOF1	58.27	63.91	78.15	58.79
ENSG00000119638.13|NEK9	2823.45	3228.83	3132.52	2815
ENSG00000119640.9|ACYP1	358	410	406	369
ENSG00000119650.12|IFT43	287	350	276	295
ENSG00000119655.10|NPC2	834	908	829	839
ENSG00000119661.15|DNAL1	574	747	759.49	697
ENSG00000119669.5|IRF2BPL	1272.27	1656.84	1382.9	1503.21
ENSG00000119681.12|LTBP2	80	123	77	57
ENSG00000119682.17|AREL1	1587	1846	1605	1618
ENSG00000119684.15|MLH3	958	1179	1202	997
ENSG00000119685.20|TTLL5	798	869	824	795
ENSG00000119686.10|FLVCR2	48	59	45	30.59
ENSG00000119688.21|ABCD4	1779.43	1980.67	1694.59	1759.63
ENSG00000119689.15|DLST	2648.99	2972	2519.99	2481
ENSG00000119699.7|TGFB3	450	422.99	383	328
ENSG00000119703.14|ZC2HC1C	22.05	21.17	16.48	17
ENSG00000119705.9|SLIRP	723.02	797.72	690.03	722.03
ENSG00000119707.14|RBM25	3849.85	4634.72	4642.78	4203.85
ENSG00000119711.12|ALDH6A1	1032.73	1173.09	1067.85	936.21
ENSG00000119715.15|ESRRB	16	14	11	13
ENSG00000119718.11|EIF2B2	936.63	1068.29	983.96	1073.4
ENSG00000119720.18|NRDE2	472.12	508.49	442.61	388.42
ENSG00000119723.16|COQ6	474.99	548.88	478.45	489.2
ENSG00000119725.18|ZNF410	1152.37	1361.97	1271.92	1177.6
ENSG00000119729.12|RHOQ	1680.34	1937.32	1783.63	1519.4
ENSG00000119737.5|GPR75	60	71	70	62
ENSG00000119760.16|SUPT7L	1259.45	1403.4	1360.39	1317.67
ENSG00000119771.15|KLHL29	157	173	147	184
ENSG00000119772.16|DNMT3A	785	951	735	795
ENSG00000119777.20|TMEM214	1024	1180	1018	1058
ENSG00000119778.15|ATAD2B	468	648	593	529
ENSG00000119782.14|FKBP1B	66.83	102	112.71	116.76
ENSG00000119787.14|ATL2	625	796	810	734
ENSG00000119801.13|YPEL5	690	796	789	717
ENSG00000119812.19|FAM98A	1105	1185	1176	1041
ENSG00000119820.11|YIPF4	582	728	634	680
ENSG00000119844.15|AFTPH	540	652	742	646
ENSG00000119862.13|LGALSL	547	648	600	549
ENSG00000119865.8|CNRIP1	280	337	319	288
ENSG00000119866.21|BCL11A	176	246	223	200
ENSG00000119878.5|CRIPT	181	220	234	209.41
ENSG00000119899.13|SLC17A5	389	473	504	528
ENSG00000119900.9|OGFRL1	256	307	261	219
ENSG00000119906.13|SLF2	1116	1516	1403	1248
ENSG00000119912.16|IDE	687	840	878	812
ENSG00000119917.14|IFIT3	153	214	234	238
ENSG00000119922.10|IFIT2	2080	2709	2517	2770
ENSG00000119927.14|GPAM	485	601	600	524
ENSG00000119929.13|CUTC	175	190	161	143
ENSG00000119938.9|PPP1R3C	330	382	331	314
ENSG00000119943.13|PYROXD2	53	49	49	37
ENSG00000119950.21|MXI1	285	320	247	247
ENSG00000119953.12|SMNDC1	452	581	574	487
ENSG00000119965.13|C10orf88	113	170.92	168	168.76
ENSG00000119969.15|HELLS	605	643	582	491
ENSG00000119977.21|TCTN3	785	870	1009	929
ENSG00000119979.18|FAM45A	404	501.89	510	420
ENSG00000119986.7|AVPI1	21	22	15	20
ENSG00000120008.16|WDR11	826	987	997.54	937
ENSG00000120029.13|ARMH3	434	499	421	443
ENSG00000120049.19|KCNIP2	41	29	30	33
ENSG00000120053.12|GOT1	342	457	375	373
ENSG00000120063.10|GNA13	1372	1719	1623	1459
ENSG00000120071.14|KANSL1	1410.36	1703.54	1552.22	1484.28
ENSG00000120088.14|CRHR1	47.89	73	19.51	61
ENSG00000120129.6|DUSP1	125	211	155	152
ENSG00000120137.7|PANK3	1000.58	1412.32	1198.83	1052.18
ENSG00000120158.12|RCL1	130	142	136	136
ENSG00000120159.13|CAAP1	334	366	375	297
ENSG00000120162.10|MOB3B	403.97	489.98	607	533
ENSG00000120217.14|CD274	10	14	12	6
ENSG00000120251.20|GRIA2	538	710	606	509
ENSG00000120253.14|NUP43	735	900	755	742
ENSG00000120254.15|MTHFD1L	436	434	392	427
ENSG00000120256.10|LRP11	595.55	709.58	670.49	654.93
ENSG00000120265.17|PCMT1	827	962	958	913
ENSG00000120278.16|PLEKHG1	156	225	176	160
ENSG00000120314.18|WDR55	658.99	673.57	688.18	662.77
ENSG00000120318.16|ARAP3	72	118	81	87
ENSG00000120322.3|PCDHB8	29.24	21.41	24.68	14.18
ENSG00000120324.8|PCDHB10	616.14	730.14	670.53	622.41
ENSG00000120327.6|PCDHB14	307.07	301.24	338.96	343.76
ENSG00000120328.6|PCDHB12	116	127.2	118	122.64
ENSG00000120332.15|TNN	11	21	14	10
ENSG00000120333.4|MRPS14	782	837	823	702
ENSG00000120334.15|CENPL	497	618.07	628.09	605
ENSG00000120341.18|SEC16B	26.26	26.84	0	25.44
ENSG00000120370.12|GORAB	171	182	175	233
ENSG00000120437.8|ACAT2	1301.79	1431.26	1340.9	1304.67
ENSG00000120438.12|TCP1	2603.21	2949.74	3014.1	2610.33
ENSG00000120451.10|SNX19	1603	2101	1710	1655
ENSG00000120458.11|MSANTD2	467.04	573	635	559.33
ENSG00000120509.10|PDZD11	1002	1110	1064	1094
ENSG00000120519.14|SLC10A7	113	107	121	108
ENSG00000120526.11|NUDCD1	381	433	427	427
ENSG00000120533.13|ENY2	1035	1175	998	978
ENSG00000120539.14|MASTL	1071.06	1231.17	1020.2	1066.07
ENSG00000120549.18|KIAA1217	212	325	271	278
ENSG00000120594.17|PLXDC2	56	67	66	65
ENSG00000120616.15|EPC1	1313.71	1529.56	1483.66	1410.03
ENSG00000120647.10|CCDC77	462	554.03	456	440
ENSG00000120656.11|TAF12	286	338	308	305
ENSG00000120658.13|ENOX1	100	105	92	85
ENSG00000120662.16|MTRF1	171	230	225	199
ENSG00000120669.16|SOHLH2	27	37	47	31.36
ENSG00000120675.6|DNAJC15	364	444	442	335
ENSG00000120685.20|PROSER1	1784	2111	1861	1671
ENSG00000120686.12|UFM1	1099	1332	1367	1124
ENSG00000120688.9|WBP4	388	370	351	373
ENSG00000120690.16|ELF1	633	740	735	664
ENSG00000120693.13|SMAD9	39	44	27	33
ENSG00000120694.19|HSPH1	2293	2467	2818	2490
ENSG00000120696.8|KBTBD7	348.79	424.51	409.34	341.38
ENSG00000120697.9|ALG5	408	465	450	428
ENSG00000120699.13|EXOSC8	1286.76	1306.51	1270.61	1272.9
ENSG00000120705.13|ETF1	1709	1860	1789	1614
ENSG00000120709.11|FAM53C	1092.77	1328.41	1120.97	1052.33
ENSG00000120725.13|SIL1	271	275	293	276
ENSG00000120727.13|PAIP2	1250	1462	1325	1223
ENSG00000120733.14|KDM3B	2669	2999	2554	2483
ENSG00000120738.8|EGR1	1028	1130	1076	1124
ENSG00000120742.11|SERP1	744	890	942	891.42
ENSG00000120756.13|PLS1	175	230	204	169
ENSG00000120784.16|ZFP30	354	466	486.82	428
ENSG00000120798.17|NR2C1	345	437	428	398
ENSG00000120800.5|UTP20	685	806	773	773
ENSG00000120802.13|TMPO	2269.33	2904.35	2554.57	2529.79
ENSG00000120805.14|ARL1	562	652	569	533
ENSG00000120820.12|GLT8D2	6	14	10	16
ENSG00000120832.10|MTERF2	287.12	340	300.45	314
ENSG00000120833.14|SOCS2	26	41	27	28
ENSG00000120837.8|NFYB	593	615	623	557
ENSG00000120860.10|WASHC3	295	321	338	329
ENSG00000120868.13|APAF1	591.09	903.27	892.83	769.87
ENSG00000120875.9|DUSP4	1337	1821	1701	1807
ENSG00000120885.21|CLU	8469	8686	7684	8635
ENSG00000120889.13|TNFRSF10B	760	872	855	903
ENSG00000120896.13|SORBS3	1752	1932	1707	1667
ENSG00000120899.18|PTK2B	203	221	204	204
ENSG00000120910.14|PPP3CC	301.85	341.58	388.95	382.87
ENSG00000120913.23|PDLIM2	307	430.85	441	415.15
ENSG00000120915.13|EPHX2	43	51	34	35
ENSG00000120925.16|RNF170	256	335	333	308
ENSG00000120942.13|UBIAD1	414	501	471	424
ENSG00000120948.17|TARDBP	4094	4950	4610	4216
ENSG00000120949.15|TNFRSF8	54	49	30	42
ENSG00000120963.12|ZNF706	1179	1374	1313	1267
ENSG00000120992.18|LYPLA1	1247	1398	1426	1283
ENSG00000121005.9|CRISPLD1	13	12	9	14
ENSG00000121022.14|COPS5	1016	1202	1179	1039
ENSG00000121039.10|RDH10	164	200.76	179	163.97
ENSG00000121057.13|AKAP1	928	1117	868	880
ENSG00000121058.5|COIL	402	516	476	432
ENSG00000121060.18|TRIM25	1269	1495	1257	1317
ENSG00000121064.12|SCPEP1	504	597	481	508
ENSG00000121067.18|SPOP	791	925	900	777
ENSG00000121068.14|TBX2	319	352	259	232
ENSG00000121073.14|SLC35B1	809	869	873	823
ENSG00000121101.15|TEX14	48	66	77	84
ENSG00000121104.8|FAM117A	133.01	157	114	147
ENSG00000121152.10|NCAPH	1523	1890	1422	1556
ENSG00000121210.16|TMEM131L	609	672	646	598
ENSG00000121211.7|MND1	215	214	166	173
ENSG00000121274.12|TENT4B	228	225	230	205
ENSG00000121281.12|ADCY7	82.89	93.48	88.66	80.32
ENSG00000121289.18|CEP89	784	846	850	848
ENSG00000121297.7|TSHZ3	140	158	163	137
ENSG00000121310.17|ECHDC2	15	12	11	12
ENSG00000121350.16|PYROXD1	179.91	151.88	204.27	135.46
ENSG00000121361.4|KCNJ8	24	29	17	26
ENSG00000121390.18|PSPC1	1810	2033	1761	1706
ENSG00000121406.9|ZNF549	339	313	363	323.69
